order_date,order_number,line_item,product_key,quantity,customer_key,store_key,currency_code,delivery_date
2016-01-02,367019,3,371,7,793573,29,EUR,
2016-01-02,367020,1,448,6,799366,29,EUR,
2016-01-02,367020,2,1975,1,799366,29,EUR,
2016-01-02,367021,1,1445,4,243917,10,CAD,
2016-01-02,367021,2,1624,6,243917,10,CAD,
2016-01-02,367021,3,1615,2,243917,10,CAD,
2016-01-02,367022,1,1596,1,942807,42,GBP,
2016-01-02,367022,2,1253,7,942807,42,GBP,
2016-01-02,367022,3,663,3,942807,42,GBP,
2016-01-02,367022,4,1194,6,942807,42,GBP,
2016-01-02,367023,1,1139,5,129318,2,AUD,
2016-01-02,367023,2,1031,2,129318,2,AUD,
2016-01-02,367024,1,302,8,1713253,50,USD,
2016-01-02,367024,2,2105,5,1713253,50,USD,
2016-01-02,367025,1,1608,1,1736623,56,USD,
2016-01-02,367025,2,1641,2,1736623,56,USD,
2016-01-02,367025,3,1574,3,1736623,56,USD,
2016-01-02,367026,1,2218,2,1836599,53,USD,
2016-01-02,367026,2,78,1,1836599,53,USD,
2016-01-02,367027,1,2451,3,1482586,53,USD,
2016-01-02,367027,2,1645,1,1482586,53,USD,
2016-01-02,367027,3,1728,2,1482586,53,USD,
2016-01-02,367028,1,976,1,607356,0,EUR,2016-01-11
2016-01-02,367028,2,2017,3,607356,0,EUR,2016-01-11
2016-01-02,367029,1,1607,1,1260533,66,USD,
2016-01-02,367029,2,1223,7,1260533,66,USD,
2016-01-02,367030,1,2010,7,1843882,51,USD,
2016-01-02,367030,2,426,1,1843882,51,USD,
2016-01-02,367031,1,120,3,909014,0,GBP,2016-01-07
2016-01-02,367031,2,382,2,909014,0,GBP,2016-01-07
2016-01-02,367031,3,1722,3,909014,0,GBP,2016-01-07
2016-01-02,367031,4,132,1,909014,0,GBP,2016-01-07
2016-01-03,368000,1,1440,1,892838,32,EUR,
2016-01-03,368001,1,1598,3,1670789,64,USD,
2016-01-04,369000,1,2167,9,1143828,37,GBP,
2016-01-04,369000,2,167,1,1143828,37,GBP,
2016-01-04,369001,1,1301,1,269337,8,CAD,
2016-01-04,369001,2,1649,4,269337,8,CAD,
2016-01-04,369002,1,1656,1,258316,8,CAD,
2016-01-04,369004,1,1961,5,1389462,65,USD,
2016-01-04,369004,2,1991,3,1389462,65,USD,
2016-01-04,369005,1,183,3,1866637,56,USD,
2016-01-04,369006,1,654,1,734605,28,EUR,
2016-01-04,369007,1,2510,3,571622,20,EUR,
2016-01-04,369007,2,2103,1,571622,20,EUR,
2016-01-04,369007,3,1578,3,571622,20,EUR,
2016-01-04,369011,1,1261,2,1664824,0,USD,2016-01-09
2016-01-04,369012,1,1423,3,1696695,0,USD,2016-01-13
2016-01-04,369012,2,1656,1,1696695,0,USD,2016-01-13
2016-01-04,369012,3,1660,2,1696695,0,USD,2016-01-13
2016-01-04,369012,4,1610,6,1696695,0,USD,2016-01-13
2016-01-05,370000,1,1360,4,2032025,51,USD,
2016-01-05,370000,2,1158,4,2032025,51,USD,
2016-01-05,370000,3,457,2,2032025,51,USD,
2016-01-05,370001,1,1107,3,1884908,61,USD,
2016-01-05,370001,2,1591,3,1884908,61,USD,
2016-01-05,370001,3,1544,7,1884908,61,USD,
2016-01-05,370003,1,836,8,2092033,66,USD,
2016-01-05,370003,2,1529,3,2092033,66,USD,
2016-01-05,370004,1,1251,2,1473090,43,USD,
2016-01-05,370005,1,1610,2,584095,24,EUR,
2016-01-05,370005,2,1594,4,584095,24,EUR,
2016-01-05,370006,1,1272,6,661636,16,EUR,
2016-01-05,370007,1,267,1,623659,15,EUR,
2016-01-05,370007,2,126,7,623659,15,EUR,
2016-01-05,370008,1,2105,1,183264,4,AUD,
2016-01-05,370010,1,1709,3,1393738,48,USD,
2016-01-05,370010,2,2113,10,1393738,48,USD,
2016-01-05,370010,3,2088,2,1393738,48,USD,
2016-01-05,370011,1,32,2,1522590,47,USD,
2016-01-05,370012,1,1585,3,1780669,53,USD,
2016-01-05,370012,2,1689,2,1780669,53,USD,
2016-01-05,370013,1,5,2,5097,6,AUD,
2016-01-05,370014,1,1622,2,1475886,51,USD,
2016-01-05,370014,2,2110,1,1475886,51,USD,
2016-01-05,370014,3,1694,2,1475886,51,USD,
2016-01-06,371000,1,81,2,728834,30,EUR,
2016-01-06,371001,1,77,3,76021,2,AUD,
2016-01-06,371001,2,945,2,76021,2,AUD,
2016-01-06,371001,3,1033,1,76021,2,AUD,
2016-01-06,371001,4,1581,5,76021,2,AUD,
2016-01-06,371002,1,80,4,1955971,53,USD,
2016-01-06,371002,2,2171,3,1955971,53,USD,
2016-01-06,371003,1,1074,6,778259,28,EUR,
2016-01-06,371003,2,127,2,778259,28,EUR,
2016-01-06,371003,3,333,5,778259,28,EUR,
2016-01-06,371003,4,1627,4,778259,28,EUR,
2016-01-06,371003,5,64,1,778259,28,EUR,
2016-01-06,371003,6,1997,3,778259,28,EUR,
2016-01-06,371004,1,1305,8,1378439,0,USD,2016-01-14
2016-01-06,371005,1,58,1,1923558,48,USD,
2016-01-06,371005,2,32,7,1923558,48,USD,
2016-01-06,371006,1,1279,1,1501383,0,USD,2016-01-15
2016-01-06,371007,1,1639,1,1378439,0,USD,2016-01-18
2016-01-06,371008,1,961,1,2053617,50,USD,
2016-01-06,371008,2,1626,7,2053617,50,USD,
2016-01-06,371010,1,2491,5,1716584,53,USD,
2016-01-06,371010,2,1631,7,1716584,53,USD,
2016-01-06,371011,1,458,5,776266,0,EUR,2016-01-14
2016-01-06,371011,2,1573,3,776266,0,EUR,2016-01-14
2016-01-06,371011,3,32,5,776266,0,EUR,2016-01-14
2016-01-06,371012,1,147,1,363872,8,CAD,
2016-01-06,371012,2,1576,1,363872,8,CAD,
2016-01-06,371012,3,1642,3,363872,8,CAD,
2016-01-06,371014,1,89,4,1161615,40,GBP,
2016-01-06,371014,2,337,3,1161615,40,GBP,
2016-01-06,371015,1,1679,5,1669745,0,USD,2016-01-14
2016-01-06,371015,2,1659,1,1669745,0,USD,2016-01-14
2016-01-06,371015,3,1228,1,1669745,0,USD,2016-01-14
2016-01-06,371015,4,1458,4,1669745,0,USD,2016-01-14
2016-01-06,371016,1,1704,2,879778,32,EUR,
2016-01-06,371017,1,2084,5,1918687,61,USD,
2016-01-06,371017,2,2365,1,1918687,61,USD,
2016-01-06,371018,1,534,1,1041466,36,GBP,
2016-01-06,371018,2,1667,7,1041466,36,GBP,
2016-01-06,371018,3,1212,7,1041466,36,GBP,
2016-01-06,371018,4,2496,1,1041466,36,GBP,
2016-01-06,371018,5,1200,2,1041466,36,GBP,
2016-01-06,371018,6,1333,2,1041466,36,GBP,
2016-01-06,371018,7,2124,1,1041466,36,GBP,
2016-01-06,371019,1,2506,2,916074,41,GBP,
2016-01-06,371019,2,1590,1,916074,41,GBP,
2016-01-06,371019,3,1615,2,916074,41,GBP,
2016-01-06,371019,4,2093,2,916074,41,GBP,
2016-01-07,372000,1,148,3,1413890,0,USD,2016-01-22
2016-01-07,372000,2,1620,1,1413890,0,USD,2016-01-22
2016-01-07,372000,3,825,3,1413890,0,USD,2016-01-22
2016-01-07,372001,1,1286,1,1412534,63,USD,
2016-01-07,372001,2,1669,3,1412534,63,USD,
2016-01-07,372002,1,1299,7,1718240,47,USD,
2016-01-07,372003,1,1604,3,527409,19,EUR,
2016-01-07,372003,2,141,4,527409,19,EUR,
2016-01-07,372003,3,83,2,527409,19,EUR,
2016-01-07,372004,1,922,9,711449,30,EUR,
2016-01-07,372005,1,411,3,302130,9,CAD,
2016-01-07,372005,2,75,4,302130,9,CAD,
2016-01-07,372005,3,1620,3,302130,9,CAD,
2016-01-07,372005,4,2366,5,302130,9,CAD,
2016-01-07,372005,5,1652,8,302130,9,CAD,
2016-01-07,372005,6,1614,8,302130,9,CAD,
2016-01-07,372006,1,125,2,2095742,0,USD,2016-01-15
2016-01-07,372007,1,1148,4,1982994,61,USD,
2016-01-07,372008,1,183,1,1214363,53,USD,
2016-01-07,372008,3,1665,1,1214363,53,USD,
2016-01-07,372010,1,90,7,784075,29,EUR,
2016-01-07,372011,1,1572,1,739625,29,EUR,
2016-01-07,372012,1,468,1,195521,6,AUD,
2016-01-07,372012,2,1560,6,195521,6,AUD,
2016-01-07,372012,3,1094,2,195521,6,AUD,
2016-01-07,372012,4,171,4,195521,6,AUD,
2016-01-07,372012,5,2265,2,195521,6,AUD,
2016-01-07,372013,1,1259,2,1042966,38,GBP,
2016-01-07,372016,1,1581,2,1170323,42,GBP,
2016-01-07,372016,2,6,3,1170323,42,GBP,
2016-01-08,373000,1,2509,3,1367439,0,USD,2016-01-14
2016-01-08,373000,2,716,3,1367439,0,USD,2016-01-14
2016-01-08,373002,1,1859,5,1750554,48,USD,
2016-01-08,373003,1,67,3,2082534,56,USD,
2016-01-08,373004,1,1765,3,460587,24,EUR,
2016-01-08,373005,1,342,2,1763365,65,USD,
2016-01-08,373005,2,1073,1,1763365,65,USD,
2016-01-08,373007,1,103,2,351747,0,CAD,2016-01-14
2016-01-08,373007,2,1455,5,351747,0,CAD,2016-01-14
2016-01-08,373007,3,1902,2,351747,0,CAD,2016-01-14
2016-01-08,373008,1,535,3,536845,23,EUR,
2016-01-08,373008,2,2089,3,536845,23,EUR,
2016-01-08,373008,3,1612,3,536845,23,EUR,
2016-01-08,373008,4,65,2,536845,23,EUR,
2016-01-08,373009,1,1589,4,1064519,0,GBP,2016-01-19
2016-01-08,373010,1,2492,6,538801,27,EUR,
2016-01-08,373010,2,2288,8,538801,27,EUR,
2016-01-08,373010,3,56,2,538801,27,EUR,
2016-01-08,373011,1,440,2,82415,4,AUD,
2016-01-09,374000,1,737,5,1971983,48,USD,
2016-01-09,374000,2,1735,3,1971983,48,USD,
2016-01-09,374000,3,103,3,1971983,48,USD,
2016-01-09,374000,5,81,2,1971983,48,USD,
2016-01-09,374000,6,1624,1,1971983,48,USD,
2016-01-09,374001,1,1429,1,2050933,47,USD,
2016-01-09,374001,2,545,1,2050933,47,USD,
2016-01-09,374002,1,1991,8,320030,8,CAD,
2016-01-09,374002,2,1667,8,320030,8,CAD,
2016-01-09,374002,3,2098,3,320030,8,CAD,
2016-01-09,374002,4,1695,1,320030,8,CAD,
2016-01-09,374003,1,1606,1,1188400,38,GBP,
2016-01-09,374005,1,1197,2,239647,8,CAD,
2016-01-09,374006,1,1622,6,1387959,65,USD,
2016-01-09,374007,1,1631,3,800548,31,EUR,
2016-01-09,374008,1,1217,4,789641,29,EUR,
2016-01-09,374009,1,538,3,728541,30,EUR,
2016-01-09,374010,1,1632,3,665776,12,EUR,
2016-01-09,374010,2,1048,1,665776,12,EUR,
2016-01-09,374010,3,1681,7,665776,12,EUR,
2016-01-09,374010,4,2104,4,665776,12,EUR,
2016-01-09,374010,5,1673,2,665776,12,EUR,
2016-01-09,374010,6,1206,2,665776,12,EUR,
2016-01-09,374010,7,961,5,665776,12,EUR,
2016-01-09,374011,1,1256,8,174622,5,AUD,
2016-01-09,374012,1,1280,1,1758208,0,USD,2016-01-20
2016-01-09,374012,2,1276,1,1758208,0,USD,2016-01-20
2016-01-09,374012,3,2454,5,1758208,0,USD,2016-01-20
2016-01-09,374012,4,2108,1,1758208,0,USD,2016-01-20
2016-01-09,374013,1,533,5,733080,29,EUR,
2016-01-09,374013,2,1067,10,733080,29,EUR,
2016-01-09,374013,3,1577,6,733080,29,EUR,
2016-01-09,374015,1,107,7,1451748,55,USD,
2016-01-09,374016,1,9,5,1535357,45,USD,
2016-01-09,374017,1,1630,1,1558964,63,USD,
2016-01-09,374018,1,1615,5,1010049,38,GBP,
2016-01-09,374018,2,2075,2,1010049,38,GBP,
2016-01-09,374019,1,1109,3,193216,6,AUD,
2016-01-10,375000,1,1636,1,1084570,0,GBP,2016-01-18
2016-01-10,375000,2,88,7,1084570,0,GBP,2016-01-18
2016-01-10,375000,3,2515,1,1084570,0,GBP,2016-01-18
2016-01-11,376000,1,69,1,1862500,43,USD,
2016-01-11,376001,1,131,1,813685,32,EUR,
2016-01-11,376001,2,1604,1,813685,32,EUR,
2016-01-11,376003,1,425,3,797322,30,EUR,
2016-01-11,376003,2,2112,4,797322,30,EUR,
2016-01-11,376003,3,1297,1,797322,30,EUR,
2016-01-11,376003,4,1806,2,797322,30,EUR,
2016-01-11,376004,1,1635,6,1905050,45,USD,
2016-01-11,376005,1,1352,3,305321,8,CAD,
2016-01-11,376005,2,2114,3,305321,8,CAD,
2016-01-11,376005,3,418,2,305321,8,CAD,
2016-01-11,376005,4,2096,3,305321,8,CAD,
2016-01-12,377000,1,1625,6,1589958,64,USD,
2016-01-12,377000,2,1730,4,1589958,64,USD,
2016-01-12,377000,3,681,2,1589958,64,USD,
2016-01-12,377000,4,1675,7,1589958,64,USD,
2016-01-12,377000,5,422,2,1589958,64,USD,
2016-01-12,377002,1,1612,1,1897822,50,USD,
2016-01-12,377002,2,858,1,1897822,50,USD,
2016-01-12,377002,3,1595,2,1897822,50,USD,
2016-01-12,377003,1,1942,6,1129200,40,GBP,
2016-01-12,377004,1,460,4,1136143,42,GBP,
2016-01-12,377004,2,740,3,1136143,42,GBP,
2016-01-12,377005,1,1634,1,1022980,37,GBP,
2016-01-12,377006,1,1432,1,934781,0,GBP,2016-01-20
2016-01-12,377006,2,1580,1,934781,0,GBP,2016-01-20
2016-01-12,377006,3,1462,1,934781,0,GBP,2016-01-20
2016-01-12,377006,4,1936,1,934781,0,GBP,2016-01-20
2016-01-12,377006,5,1007,1,934781,0,GBP,2016-01-20
2016-01-12,377006,6,320,1,934781,0,GBP,2016-01-20
2016-01-12,377007,1,1665,1,86126,6,AUD,
2016-01-12,377007,2,446,3,86126,6,AUD,
2016-01-12,377007,3,1176,4,86126,6,AUD,
2016-01-13,378000,1,170,1,1062632,37,GBP,
2016-01-13,378000,2,1646,10,1062632,37,GBP,
2016-01-13,378000,3,1572,1,1062632,37,GBP,
2016-01-13,378001,1,2467,3,1976355,66,USD,
2016-01-13,378001,2,1696,2,1976355,66,USD,
2016-01-13,378002,1,1578,1,1599716,45,USD,
2016-01-13,378002,2,1304,1,1599716,45,USD,
2016-01-13,378003,1,1609,1,774742,29,EUR,
2016-01-13,378003,2,2128,8,774742,29,EUR,
2016-01-13,378003,3,1649,5,774742,29,EUR,
2016-01-13,378004,1,2504,1,368190,8,CAD,
2016-01-13,378004,2,1646,7,368190,8,CAD,
2016-01-13,378005,1,137,9,1470803,44,USD,
2016-01-13,378005,2,2090,2,1470803,44,USD,
2016-01-13,378005,3,2068,2,1470803,44,USD,
2016-01-13,378005,4,125,4,1470803,44,USD,
2016-01-13,378005,5,137,3,1470803,44,USD,
2016-01-13,378005,6,376,1,1470803,44,USD,
2016-01-13,378005,7,178,5,1470803,44,USD,
2016-01-13,378006,1,1266,7,917347,38,GBP,
2016-01-13,378006,2,1621,2,917347,38,GBP,
2016-01-13,378007,1,1582,1,707089,30,EUR,
2016-01-13,378007,2,1634,6,707089,30,EUR,
2016-01-13,378007,3,424,4,707089,30,EUR,
2016-01-13,378008,1,1619,2,1035789,39,GBP,
2016-01-13,378009,1,336,3,270736,8,CAD,
2016-01-13,378009,2,2383,1,270736,8,CAD,
2016-01-13,378009,3,2248,5,270736,8,CAD,
2016-01-13,378010,1,145,3,437389,19,EUR,
2016-01-13,378010,2,2387,7,437389,19,EUR,
2016-01-14,379000,1,443,4,1171088,39,GBP,
2016-01-14,379001,1,1253,1,1165542,40,GBP,
2016-01-14,379001,2,1695,8,1165542,40,GBP,
2016-01-14,379001,3,1038,8,1165542,40,GBP,
2016-01-14,379001,4,1597,1,1165542,40,GBP,
2016-01-14,379001,5,1589,2,1165542,40,GBP,
2016-01-14,379001,6,1182,5,1165542,40,GBP,
2016-01-14,379002,1,106,2,716015,0,EUR,2016-01-24
2016-01-14,379002,2,386,2,716015,0,EUR,2016-01-24
2016-01-14,379002,3,1654,3,716015,0,EUR,2016-01-24
2016-01-14,379004,1,321,2,245912,0,CAD,2016-01-27
2016-01-14,379005,1,1766,4,1104029,37,GBP,
2016-01-14,379005,2,1558,3,1104029,37,GBP,
2016-01-14,379005,3,1969,3,1104029,37,GBP,
2016-01-14,379005,4,1453,4,1104029,37,GBP,
2016-01-14,379008,1,76,3,793968,30,EUR,
2016-01-14,379008,2,1648,1,793968,30,EUR,
2016-01-14,379009,1,375,4,1556602,61,USD,
2016-01-14,379009,2,651,3,1556602,61,USD,
2016-01-14,379011,1,1280,3,1291414,48,USD,
2016-01-14,379011,2,1292,1,1291414,48,USD,
2016-01-14,379011,3,1620,4,1291414,48,USD,
2016-01-15,380000,1,1676,3,1614172,57,USD,
2016-01-15,380000,2,2094,5,1614172,57,USD,
2016-01-15,380001,1,641,3,1530756,66,USD,
2016-01-15,380001,2,1069,3,1530756,66,USD,
2016-01-15,380001,3,1687,3,1530756,66,USD,
2016-01-15,380003,1,172,3,627789,17,EUR,
2016-01-15,380004,1,1114,1,1909649,66,USD,
2016-01-15,380004,2,272,1,1909649,66,USD,
2016-01-15,380004,3,1697,2,1909649,66,USD,
2016-01-15,380005,1,1705,2,770856,30,EUR,
2016-01-15,380005,2,154,7,770856,30,EUR,
2016-01-15,380006,1,1969,7,549983,27,EUR,
2016-01-16,381001,1,2397,3,780974,29,EUR,
2016-01-16,381001,2,2398,1,780974,29,EUR,
2016-01-16,381002,1,1283,1,2042097,0,USD,2016-01-26
2016-01-16,381002,2,1345,1,2042097,0,USD,2016-01-26
2016-01-16,381002,3,2510,2,2042097,0,USD,2016-01-26
2016-01-16,381003,1,1619,6,1631876,61,USD,
2016-01-16,381003,2,2079,1,1631876,61,USD,
2016-01-16,381004,1,960,2,1914255,53,USD,
2016-01-16,381004,2,143,4,1914255,53,USD,
2016-01-16,381005,1,1946,10,1803346,50,USD,
2016-01-16,381006,1,1029,1,1364334,64,USD,
2016-01-16,381007,1,1246,1,1202659,48,USD,
2016-01-16,381007,2,97,2,1202659,48,USD,
2016-01-16,381007,3,1590,6,1202659,48,USD,
2016-01-16,381007,4,1779,7,1202659,48,USD,
2016-01-16,381008,1,1707,2,982850,42,GBP,
2016-01-16,381009,1,2086,4,1187611,42,GBP,
2016-01-16,381010,1,1671,3,1554137,66,USD,
2016-01-16,381010,2,1604,1,1554137,66,USD,
2016-01-16,381010,3,1836,1,1554137,66,USD,
2016-01-16,381011,1,450,1,1302333,45,USD,
2016-01-16,381012,1,1759,2,2072376,0,USD,2016-01-23
2016-01-16,381012,2,1684,7,2072376,0,USD,2016-01-23
2016-01-16,381013,1,1583,1,1984685,0,USD,2016-01-21
2016-01-16,381013,2,584,8,1984685,0,USD,2016-01-21
2016-01-18,383000,1,1623,3,1768548,51,USD,
2016-01-18,383001,1,994,1,1584109,61,USD,
2016-01-18,383002,1,1145,1,1650783,57,USD,
2016-01-18,383002,2,75,2,1650783,57,USD,
2016-01-18,383002,3,775,1,1650783,57,USD,
2016-01-18,383003,1,959,3,568160,19,EUR,
2016-01-18,383004,1,1248,3,1670107,59,USD,
2016-01-18,383004,2,2500,1,1670107,59,USD,
2016-01-18,383004,3,185,3,1670107,59,USD,
2016-01-19,384000,1,144,5,622740,17,EUR,
2016-01-19,384000,2,78,4,622740,17,EUR,
2016-01-19,384000,4,1825,1,622740,17,EUR,
2016-01-19,384001,1,301,2,780674,29,EUR,
2016-01-19,384001,2,1695,2,780674,29,EUR,
2016-01-19,384002,1,61,2,1263974,43,USD,
2016-01-19,384002,2,2105,1,1263974,43,USD,
2016-01-19,384003,1,420,4,1369624,64,USD,
2016-01-19,384004,1,1150,2,1316297,0,USD,2016-01-28
2016-01-19,384004,2,1578,6,1316297,0,USD,2016-01-28
2016-01-19,384005,1,1597,4,1022895,37,GBP,
2016-01-19,384006,1,752,1,247132,9,CAD,
2016-01-19,384006,2,434,1,247132,9,CAD,
2016-01-19,384006,3,124,8,247132,9,CAD,
2016-01-19,384006,4,2382,1,247132,9,CAD,
2016-01-19,384007,1,494,3,14180,6,AUD,
2016-01-19,384007,2,1633,2,14180,6,AUD,
2016-01-20,385000,1,1586,8,1110691,0,GBP,2016-01-25
2016-01-20,385000,2,1427,5,1110691,0,GBP,2016-01-25
2016-01-20,385000,3,166,3,1110691,0,GBP,2016-01-25
2016-01-20,385002,1,424,2,844832,31,EUR,
2016-01-20,385002,2,53,2,844832,31,EUR,
2016-01-20,385003,1,1928,3,624165,18,EUR,
2016-01-20,385004,1,2162,1,332332,8,CAD,
2016-01-20,385005,1,2120,3,1251726,57,USD,
2016-01-20,385006,1,135,4,724534,28,EUR,
2016-01-20,385006,2,1155,1,724534,28,EUR,
2016-01-20,385007,1,1112,8,1273837,61,USD,
2016-01-20,385008,1,1195,1,667318,16,EUR,
2016-01-20,385009,1,6,1,1720050,61,USD,
2016-01-20,385009,3,123,5,1720050,61,USD,
2016-01-20,385010,1,61,6,483118,20,EUR,
2016-01-20,385010,2,1000,3,483118,20,EUR,
2016-01-21,386000,1,443,2,748749,30,EUR,
2016-01-21,386000,2,434,2,748749,30,EUR,
2016-01-21,386000,3,167,1,748749,30,EUR,
2016-01-21,386000,4,516,1,748749,30,EUR,
2016-01-21,386001,1,1996,2,1912666,0,USD,2016-01-30
2016-01-21,386001,2,1577,1,1912666,0,USD,2016-01-30
2016-01-21,386002,1,581,3,1525000,43,USD,
2016-01-21,386003,1,1646,1,265825,8,CAD,
2016-01-21,386004,1,1222,3,2085055,45,USD,
2016-01-21,386005,1,1600,1,345812,0,CAD,2016-02-02
2016-01-21,386005,2,237,1,345812,0,CAD,2016-02-02
2016-01-21,386006,1,1271,2,348548,10,CAD,
2016-01-21,386006,2,1585,1,348548,10,CAD,
2016-01-21,386006,3,1637,3,348548,10,CAD,
2016-01-21,386006,4,1587,1,348548,10,CAD,
2016-01-21,386006,5,423,1,348548,10,CAD,
2016-01-21,386008,1,313,2,2093929,56,USD,
2016-01-21,386008,2,124,7,2093929,56,USD,
2016-01-21,386008,3,1634,3,2093929,56,USD,
2016-01-21,386008,4,448,4,2093929,56,USD,
2016-01-21,386009,1,1859,4,522652,19,EUR,
2016-01-21,386009,2,156,3,522652,19,EUR,
2016-01-21,386009,3,1896,1,522652,19,EUR,
2016-01-21,386009,4,2107,3,522652,19,EUR,
2016-01-21,386010,1,155,6,1775819,57,USD,
2016-01-21,386010,2,1638,1,1775819,57,USD,
2016-01-21,386010,3,1947,3,1775819,57,USD,
2016-01-21,386010,4,125,1,1775819,57,USD,
2016-01-21,386011,1,54,6,541598,0,EUR,2016-01-28
2016-01-21,386011,2,101,2,541598,0,EUR,2016-01-28
2016-01-21,386011,3,461,3,541598,0,EUR,2016-01-28
2016-01-22,387000,1,1729,2,224434,0,CAD,2016-01-26
2016-01-22,387000,2,1599,3,224434,0,CAD,2016-01-26
2016-01-22,387000,3,1622,1,224434,0,CAD,2016-01-26
2016-01-22,387000,4,55,6,224434,0,CAD,2016-01-26
2016-01-22,387001,1,39,5,2011796,51,USD,
2016-01-22,387002,1,429,2,1368025,44,USD,
2016-01-22,387002,2,1377,6,1368025,44,USD,
2016-01-22,387003,1,144,5,368610,8,CAD,
2016-01-22,387003,2,1251,2,368610,8,CAD,
2016-01-22,387003,3,691,1,368610,8,CAD,
2016-01-22,387003,4,190,1,368610,8,CAD,
2016-01-22,387003,5,1656,2,368610,8,CAD,
2016-01-22,387003,6,1425,4,368610,8,CAD,
2016-01-22,387003,7,143,9,368610,8,CAD,
2016-01-22,387004,1,709,6,1307296,53,USD,
2016-01-22,387004,2,962,1,1307296,53,USD,
2016-01-22,387005,1,1816,3,938399,36,GBP,
2016-01-22,387005,2,982,2,938399,36,GBP,
2016-01-22,387005,3,442,1,938399,36,GBP,
2016-01-22,387006,1,1576,1,1616350,51,USD,
2016-01-22,387007,1,1264,2,549936,24,EUR,
2016-01-22,387007,2,1529,3,549936,24,EUR,
2016-01-22,387007,3,1612,4,549936,24,EUR,
2016-01-23,388000,1,928,6,97611,5,AUD,
2016-01-23,388000,2,1045,7,97611,5,AUD,
2016-01-23,388000,3,1627,6,97611,5,AUD,
